id,latitude,longitude
16756,28.606579,77.217119
21518,28.606875,77.203643
24809,28.608294,77.206944
23584,28.608989,77.208967
28302,28.609409,77.205152
123438,28.609522,77.208785
30135,28.610756,77.200875
20797,28.611014,77.212244
21185,28.613317,77.219192
123880,28.613930,77.208828
123901,28.613930,77.208828
123934,28.613930,77.208828
123939,28.613930,77.208828
123965,28.613930,77.208828
123973,28.613930,77.208828
123974,28.613930,77.208828
123975,28.613930,77.208828
123983,28.613930,77.208828
124000,28.613930,77.208828
124046,28.613930,77.208828
124047,28.613930,77.208828
124048,28.613930,77.208828
124107,28.613930,77.208828
124108,28.613930,77.208828
124109,28.613930,77.208828
124110,28.613930,77.208828
124111,28.613930,77.208828
124113,28.613930,77.208828
124114,28.613930,77.208828
124116,28.613930,77.208828
124117,28.613930,77.208828
124118,28.613930,77.208828
124119,28.613930,77.208828
124120,28.613930,77.208828
124121,28.613930,77.208828
124122,28.613930,77.208828
124123,28.613930,77.208828
124125,28.613930,77.208828
124160,28.613930,77.208828
124161,28.613930,77.208828
124186,28.613930,77.208828
124187,28.613930,77.208828
124188,28.613930,77.208828
124195,28.613930,77.208828
124196,28.613930,77.208828
124197,28.613930,77.208828
124198,28.613930,77.208828
124199,28.613930,77.208828
124388,28.613930,77.208828
124397,28.613930,77.208828
124398,28.613930,77.208828
124399,28.613930,77.208828
124400,28.613930,77.208828
124401,28.613930,77.208828
124402,28.613930,77.208828
124403,28.613930,77.208828
124416,28.613930,77.208828
124417,28.613930,77.208828
124419,28.613930,77.208828
124420,28.613930,77.208828
124421,28.613930,77.208828
124422,28.613930,77.208828
124423,28.613930,77.208828
124424,28.613930,77.208828
124425,28.613930,77.208828
124426,28.613930,77.208828
124427,28.613930,77.208828
124428,28.613930,77.208828
124429,28.613930,77.208828
124430,28.613930,77.208828
124441,28.613930,77.208828
124442,28.613930,77.208828
124443,28.613930,77.208828
124444,28.613930,77.208828
124445,28.613930,77.208828
124446,28.613930,77.208828
124447,28.613930,77.208828
124448,28.613930,77.208828
124450,28.613930,77.208828
124451,28.613930,77.208828
124453,28.613930,77.208828
124454,28.613930,77.208828
124455,28.613930,77.208828
124456,28.613930,77.208828
124458,28.613930,77.208828
124459,28.613930,77.208828
124461,28.613930,77.208828
124462,28.613930,77.208828
125346,28.613937,77.209069
15966,28.613939,77.209021
16002,28.613939,77.209021
16008,28.613939,77.209021
16009,28.613939,77.209021
16010,28.613939,77.209021
16011,28.613939,77.209021
16012,28.613939,77.209021
16013,28.613939,77.209021
16014,28.613939,77.209021
16015,28.613939,77.209021
16016,28.613939,77.209021
16106,28.613939,77.209021
16526,28.613939,77.209021
16634,28.613939,77.209021
16685,28.613939,77.209021
17611,28.613939,77.209021
20230,28.613939,77.209021
20558,28.613939,77.209021
20752,28.613939,77.209021
20924,28.613939,77.209021
21156,28.613939,77.209021
21371,28.613939,77.209021
22132,28.613939,77.209021
23556,28.613939,77.209021
23563,28.613939,77.209021
23564,28.613939,77.209021
23566,28.613939,77.209021
23567,28.613939,77.209021
23568,28.613939,77.209021
23573,28.613939,77.209021
23606,28.613939,77.209021
23607,28.613939,77.209021
23608,28.613939,77.209021
23610,28.613939,77.209021
23674,28.613939,77.209021
23979,28.613939,77.209021
24008,28.613939,77.209021
24485,28.613939,77.209021
24488,28.613939,77.209021
24570,28.613939,77.209021
24623,28.613939,77.209021
24632,28.613939,77.209021
24637,28.613939,77.209021
24641,28.613939,77.209021
24773,28.613939,77.209021
24783,28.613939,77.209021
25177,28.613939,77.209021
25294,28.613939,77.209021
25341,28.613939,77.209021
25704,28.613939,77.209021
25901,28.613939,77.209021
25903,28.613939,77.209021
25970,28.613939,77.209021
26257,28.613939,77.209021
26263,28.613939,77.209021
26417,28.613939,77.209021
26598,28.613939,77.209021
26849,28.613939,77.209021
26891,28.613939,77.209021
27193,28.613939,77.209021
27195,28.613939,77.209021
27197,28.613939,77.209021
27198,28.613939,77.209021
27483,28.613939,77.209021
27588,28.613939,77.209021
27589,28.613939,77.209021
27647,28.613939,77.209021
27726,28.613939,77.209021
27727,28.613939,77.209021
28137,28.613939,77.209021
28219,28.613939,77.209021
28362,28.613939,77.209021
28456,28.613939,77.209021
28459,28.613939,77.209021
28508,28.613939,77.209021
28510,28.613939,77.209021
28856,28.613939,77.209021
28859,28.613939,77.209021
28868,28.613939,77.209021
28870,28.613939,77.209021
28874,28.613939,77.209021
28897,28.613939,77.209021
28914,28.613939,77.209021
28915,28.613939,77.209021
28920,28.613939,77.209021
28923,28.613939,77.209021
28924,28.613939,77.209021
28941,28.613939,77.209021
28942,28.613939,77.209021
28944,28.613939,77.209021
28954,28.613939,77.209021
28955,28.613939,77.209021
28983,28.613939,77.209021
28987,28.613939,77.209021
29011,28.613939,77.209021
29014,28.613939,77.209021
29024,28.613939,77.209021
29043,28.613939,77.209021
29065,28.613939,77.209021
29069,28.613939,77.209021
29418,28.613939,77.209021
29717,28.613939,77.209021
32907,28.613939,77.209021
33219,28.613939,77.209021
33620,28.613939,77.209021
35870,28.613939,77.209021
36008,28.613939,77.209021
36274,28.613939,77.209021
36584,28.613939,77.209021
36764,28.613939,77.209021
37481,28.613939,77.209021
38807,28.613939,77.209021
40183,28.613939,77.209021
41636,28.613939,77.209021
41697,28.613939,77.209021
42579,28.613939,77.209021
42650,28.613939,77.209021
42668,28.613939,77.209021
42672,28.613939,77.209021
45591,28.613939,77.209021
45967,28.613939,77.209021
45970,28.613939,77.209021
45971,28.613939,77.209021
48138,28.613939,77.209021
48413,28.613939,77.209021
48840,28.613939,77.209021
49011,28.613939,77.209021
50566,28.613939,77.209021
50726,28.613939,77.209021
51407,28.613939,77.209021
51492,28.613939,77.209021
52650,28.613939,77.209021
53158,28.613939,77.209021
53549,28.613939,77.209021
54690,28.613939,77.209021
54692,28.613939,77.209021
54727,28.613939,77.209021
54852,28.613939,77.209021
54854,28.613939,77.209021
55491,28.613939,77.209021
58147,28.613939,77.209021
58305,28.613939,77.209021
48851,28.613975,77.219204
130399,28.614078,77.205359
21150,28.614137,77.209107
28305,28.614847,77.204873
41511,28.615112,77.212521
29787,28.615155,77.212278
20490,28.615182,77.212540
15311,28.615184,77.211969
16556,28.615184,77.211969
16673,28.615184,77.211969
21423,28.615214,77.211978
21726,28.615220,77.211939
25550,28.615386,77.211345
130356,28.616391,77.215025
22133,28.617857,77.207219
21215,28.617974,77.215613
132125,28.618841,77.218283
51014,28.619926,77.203868
20139,28.600044,77.226443
15409,28.600091,77.227042
16695,28.600091,77.227042
54663,28.600091,77.227043
26765,28.600155,77.226959
28671,28.600155,77.226959
28675,28.600155,77.226959
29522,28.600155,77.226959
32357,28.600155,77.226959
42406,28.600155,77.226959
42408,28.600155,77.226959
43270,28.600155,77.226959
48415,28.600155,77.226959
130374,28.600155,77.226959
132109,28.600155,77.226959
11945,28.602303,77.225786
26020,28.602689,77.228126
16639,28.605974,77.230456
15579,28.609833,77.236348
15670,28.609833,77.236348
15939,28.609833,77.236348
16743,28.609833,77.236348
30136,28.611089,77.234518
130329,28.611089,77.234518
13899,28.612912,77.229510
15585,28.612912,77.229510
21807,28.612912,77.229510
23854,28.612912,77.229510
24470,28.612912,77.229510
26826,28.612912,77.229510
35781,28.612912,77.229510
41693,28.612912,77.229510
46641,28.612912,77.229510
12203,28.612987,77.229514
12376,28.612987,77.229514
12772,28.612987,77.229514
14793,28.615351,77.236860
16101,28.615351,77.236860
47105,28.619969,77.223511
28578,28.620954,77.217941
43219,28.620954,77.217941
46117,28.621679,77.216934
31800,28.621872,77.203579
42833,28.621872,77.215626
130404,28.622574,77.213968
14664,28.622966,77.214076
39782,28.623097,77.212567
55294,28.623097,77.212567
37722,28.623366,77.201248
17622,28.623556,77.214532
35273,28.623670,77.217586
32398,28.624788,77.219139
130364,28.625410,77.202197
30489,28.625709,77.200634
14988,28.626334,77.215915
21186,28.626339,77.209050
24778,28.626583,77.209063
36495,28.626583,77.209063
111961,28.626594,77.219301
12208,28.627817,77.218959
12232,28.627817,77.218959
12873,28.627817,77.218959
12876,28.627817,77.218959
13143,28.627817,77.218959
13932,28.627817,77.218959
25443,28.627817,77.218959
26180,28.627817,77.218959
12675,28.627917,77.212492
13372,28.627917,77.212492
27670,28.628179,77.213441
14506,28.628895,77.218701
123739,28.629036,77.217820
35401,28.629079,77.218764
62516,28.629079,77.218764
130377,28.629079,77.218764
35747,28.629268,77.207655
20338,28.629328,77.214569
20339,28.629328,77.214569
26865,28.629406,77.218822
26772,28.629702,77.219673
27764,28.630009,77.214929
124761,28.630036,77.214931
53973,28.630044,77.219524
12035,28.630410,77.216085
